Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/212a24d1ebb6dfdb82c3f4f75ad37236e0fcc631?e=19|*|||,Energy Flow in Communities,"Learning Goals During this session, you will have an opportunity to build understandings to help you: Distinguish between energy and…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/25a107579e443a4748f55067e1edc9a93b7cefb6?e=0|*|||,Bassam Shakhashiri,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/2eeec41c9f5ba7973799876bdadf0691b1341426?e=1|*|||,Evidence (video),"An image can show us otherwise invisible processes, previously undiscovered life forms, and dramatic change over time. This video features…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/34605d660001733112087a3e7264b5f76b9fac5e?e=2|*|||,Heather Mars Talk,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/3c2c751e758e2e2e424731e438826951ac66aefd?e=3|*|||,Story (video),Every photograph tells a story: Stories of struggle. Stories of beauty. Stories of community and culture. This video offers stories…,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/3f84a5832efae2620a9e414f7375befca77d6b72?e=4|*|||,James Wandersee,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/42d1676f2b35b153cb11bb769a7d76ec629d9912?e=5|*|||,Matt Schneps and Phil Sadler,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/4ebc2dc916f1127656069817dce777a63ed8bc2f?e=6|*|||,Under Construction,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/56065d7ff86061d596d734fc4ceaa7bad081114b?e=7|*|||,Heather Mars Q and A,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/5744652914bddca6c4fc4b67b18a26badfdf7472?e=8|*|||,Can We Believe Our Eyes?,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/5a876ea90431d2b0049f3a61e49351d87900a88d?e=9|*|||,A Private Universe 20 Years Later,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/5d17594a9583a2f561202694fc423f74c866bbd9?e=10|*|||,Irwin Shapiro,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/7129959cc51f417485a5264d1b40bbe71bd998c7?e=11|*|||,Rising and Sinking,Learning Goals During this session you will have an opportunity to build understandings of the following concepts: The volume of…,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/85bcb1c5285ecb2b377152b78074c441968fe5e6?e=12|*|||,Evolution and the Tree of Life,"Learning Goals During this session, you will have an opportunity to build understandings to help you: Define what is meant…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/9fba5a992cd0cf31694e50c7637b3abb5474869b?e=13|*|||,A Private Universe,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/a0272b2d7ae7a4543eec5090224d421062483fc4?e=14|*|||,Density and Pressure,Learning Goals During this session you will have an opportunity to build understandings of the following concepts: Rising and sinking…,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/a7ac8e6eaf807ce456cdc837b244be4653e184e1?e=15|*|||,Heat and Temperature,Learning Goals During this session you will have an opportunity to build understandings of the following concepts: Heat is the…,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/ac3d42a44abb42235d76e5bf8ca58d6f7c9cad22?e=16|*|||,Classifying Living Things,"Learning Goals During this session, you will have an opportunity to build understandings to help you: Distinguish between plants, animals,…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/bee3106be118ffaf806afbc207e72e3a266309ab?e=17|*|||,Power Writing for Science,Amy Miles uses a “power writing” exercise to build writing skills and reinforce background knowledge. Teacher: Amy Miles School: Health Sciences High…,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/cacba7d3f4ef857551f8d2ba211bb812a8c447c6?e=18|*|||,Animal Life Cycles,"Learning Goals During this session, you will have an opportunity to build understandings to help you: Describe the life stages…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/cd10a276f0a4ed2a215947b63c28d00806c5602a?e=19|*|||,Lessons From Thin Air,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/d01c4d2e63ddacdccf9fe69e231bba2fc96cc7b1?e=0|*|||,Witness (video),Photographs bear witness to the world around us and give us an opportunity to learn more about historical and present…,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/d0c5ce69e8de04563d9e43b0b46b58c030fe202c?e=1|*|||,Reading In Science,N/A,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/d3211c948f836184b42e6dc359ff507d81c0d892?e=2|*|||,A Private Universe,Discover why even Ivy League graduates don't really grasp basic science concepts in this video documentary for grade 5-12 educators.,Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/d4c37d3ea0a273120c8b45854d4a35aeddcbf3a7?e=3|*|||,Plant Life Cycles,"Learning Goals During this session, you will have an opportunity to build understandings to help you: Describe the stages in…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/db59b2f76fa3b2b39bbc8479d34631b065249d44?e=4|*|||,Science Literacy: Reading and Writing Diagrams,"Students use models to explain how the relative positions of the Sun, Moon, and Earth determine Moon phases, eclipses, and…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/e2e5cec6e0ae59b0e65464a20d3ab5d53f1faabb?e=5|*|||,What Is Life?,"Learning Goals During this session, you will have an opportunity to build understandings to help you: Distinguish between living, dead,…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/annenberg_learner/annenberg_learner/ec4a7caf5d55737b5e33e3e5412c5e4ad1778b53?e=6|*|||,Lives (video),"Lives explores the story of human resilience and perseverance. In this video, you’ll meet five people who illuminate the lives of…",Annenberg Learner,English
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/5288365d8f51a19766284c7604ffc3f0?e=7|*|||,পরিবেশ গঠনে পদার্থের ভূমিকা: জৈব ও অজৈব পদার্থের ভূমিকা,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/687632b3e69ea60b14bfb6788f0f497c?e=8|*|||,পরিবেশবান্ধব শক্তির ব্যবহার,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/6eb18ec06787c425ab992ae511105e2d?e=9|*|||,চুম্বক ও তড়িৎ: চুম্বক,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/704553abf8bd2f68e4e756743d6589b2?e=10|*|||,Vidyut Part 1: Class VII,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Hindi
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/9820cbf3c84a41c27a2d09500ffce3d6?e=11|*|||,Vidyut Part 2: Class VII,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Hindi
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/99be2f3d258eb2010878f32d1ae809de?e=12|*|||,সময় ও গতি: গতির ধারণা,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/b0294006b8a3a0af596e105b95732d88?e=13|*|||,"তাপ: লীনতাপ, গলনের লীনতাপ",N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/b80a30f46a53479ff1916a6f9db4981d?e=14|*|||,"Flower, Fruit, Seed: Class VII",N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/bf3f394b2f2d400122102db9ff6b8393?e=15|*|||,পরিবেশ গঠনে পদার্থের ভূমিকা: সপ্তম শ্রেণী,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/c452a60b2af5736e0b02de19db696dfa?e=16|*|||,উদ্ভিদের গঠন বৈচিত্র্য মূল কান্ড পাতা: সপ্তম শ্রেণী,N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/banglar_shiksha/banglar_shiksha/d30f82b78041bb3c3dc7add07666ee9c?e=17|*|||,"পরমাণু, অণু ও রাসায়ানিক বিক্রিয়া",N/A,School Education Department Government of West Bengal (Banglar Shiksha),Bengali
http://ndl.iitkgp.ac.in/se_document/bioedonline/bioedonline/lessons_and_more_lessons_by_topic_nature_of_science_scientific_decision_making_is_it_a_heart_attack_?e=18|*|||,Is It a Heart Attack?,"Using reference materials and their own knowledge, students compile a list of warning signs and symptoms of a heart attack. Students also view a video showing what happens immediately before, during and after a heart attack.",BioEd Online,English
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480531537100816989_31260480531537100816989?e=19|*|||,Science Book Telugu Medium for Andhra Pradesh Board Class VII,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535164518423900_31260480531537100816989_31260480531537100816989?e=0|*|||,అడవి-మనజీవనము,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535165337623906_31260480531537100816989_31260480531537100816989?e=1|*|||,మొక్కలో ప్రత్యుత్పత్తి,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535174348823917_31260480531537100816989_31260480531537100816989?e=2|*|||,చలనం-కాలం,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535175987223927_31260480531537100816989_31260480531537100816989?e=3|*|||,విద్యుత్ప్రవాహము- ఫలితాలు,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535176806423933_31260480531537100816989_31260480531537100816989?e=4|*|||,గాలి మరియు తుఫాను,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535178444823941_31260480531537100816989_31260480531537100816989?e=5|*|||,ఆహారంలోని అంశాలు,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535196467223989_31260480531537100816989_31260480531537100816989?e=6|*|||,జీవులలో శ్వాసక్రియ,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535197286423995_31260480531537100816989_31260480531537100816989?e=7|*|||,మన చుట్టూ జరిగే మార్పులు,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535198924824004_31260480531537100816989_31260480531537100816989?e=8|*|||,పట్టు-ఉన్ని,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535201382424018_31260480531537100816989_31260480531537100816989?e=9|*|||,వాతావరణం -శీతోష్ణస్థితి,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535207116824023_31260480531537100816989_31260480531537100816989?e=10|*|||,విత్తనాలు ప్రయాణం,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535207116824025_31260480531537100816989_31260480531537100816989?e=11|*|||,ఉష్ణోగ్రత - మాపనం,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535212032024038_31260480531537100816989_31260480531537100816989?e=12|*|||,నీరు వున్నేదే కొంచెం-వృధా చేయకండి,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535215308824052_31260480531537100816989_31260480531537100816989?e=13|*|||,కాంతి పరావర్తనం,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535220224024062_31260480531537100816989_31260480531537100816989?e=14|*|||,ఆమ్లాలు - క్షారాలు,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535220224024063_31260480531537100816989_31260480531537100816989?e=15|*|||,మొక్కలలో పోషణ,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480535234150424097_31260480531537100816989_31260480531537100816989?e=16|*|||,నేల -మన జీవనం,N/A,DIKSHA,Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480592711680024100_31260480592711680024100?e=17|*|||,Science Book English Medium for Andhra Pradesh Board Class VII,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594093670417006_31260480592711680024100_31260480592711680024100?e=18|*|||,Forest : Our Life,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594094489617009_31260480592711680024100_31260480592711680024100?e=19|*|||,Weather And Climate,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594096947217026_31260480592711680024100_31260480592711680024100?e=0|*|||,Food Components,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594097766417030_31260480592711680024100_31260480592711680024100?e=1|*|||,Acids And Bases,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594099404817036_31260480592711680024100_31260480592711680024100?e=2|*|||,Temperation And Its Measurements,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594103500817047_31260480592711680024100_31260480592711680024100?e=3|*|||,Electricity - Current And Its Effect,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594105139217053_31260480592711680024100_31260480592711680024100?e=4|*|||,"Air, Winds And Cyclones",N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594105958417057_31260480592711680024100_31260480592711680024100?e=5|*|||,Seed Dispersal,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594110054417084_31260480592711680024100_31260480592711680024100?e=6|*|||,Respiration In Organisms,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594114150417093_31260480592711680024100_31260480592711680024100?e=7|*|||,Nutrition In Plants,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594114150417094_31260480592711680024100_31260480592711680024100?e=8|*|||,Changes Around Us,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594115788817102_31260480592711680024100_31260480592711680024100?e=9|*|||,Motion And Time,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594117427217107_31260480592711680024100_31260480592711680024100?e=10|*|||,Animal Fibre,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594119884817112_31260480592711680024100_31260480592711680024100?e=11|*|||,Reflection Of Light,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594123161617128_31260480592711680024100_31260480592711680024100?e=12|*|||,Water - Too Little To Waste,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594130534417143_31260480592711680024100_31260480592711680024100?e=13|*|||,Soil - Our Life,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260480594146099217200_31260480592711680024100_31260480592711680024100?e=14|*|||,Reproduction In Plants,N/A,DIKSHA,English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281191639905894412080_31281191639905894412080?e=15|*|||,विज्ञान भाग 2 : पाठ्यपुस्तक - Bihar Board for Class VII,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404044902412128_31281191639905894412080_31281191639905894412080?e=16|*|||,जंतुओं में पोषण,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404044902412129_31281191639905894412080_31281191639905894412080?e=17|*|||,पौधों में संवहन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404044902412130_31281191639905894412080_31281191639905894412080?e=18|*|||,जलवायु और अनुकूलन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404045721612131_31281191639905894412080_31281191639905894412080?e=19|*|||,जीवों में श्वसन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404045721612132_31281191639905894412080_31281191639905894412080?e=0|*|||,पौधों में जनन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404045721612133_31281191639905894412080_31281191639905894412080?e=1|*|||,जंतुओं में रक्त परिसंचरण एवं उत्सर्जन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404045721612134_31281191639905894412080_31281191639905894412080?e=2|*|||,मिट्टी,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404046540812135_31281191639905894412080_31281191639905894412080?e=3|*|||,गंदे जल का निपटान,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404046540812136_31281191639905894412080_31281191639905894412080?e=4|*|||,"हवा, आंधी, तूफान",N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404046540812137_31281191639905894412080_31281191639905894412080?e=5|*|||,प्रकाश,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404046540812138_31281191639905894412080_31281191639905894412080?e=6|*|||,"अम्ल, क्षार और लवण",N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404047360012139_31281191639905894412080_31281191639905894412080?e=7|*|||,पौधों में पोषण,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404047360012140_31281191639905894412080_31281191639905894412080?e=8|*|||,विद्युत धारा और इसके प्रभाव,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404047360012141_31281191639905894412080_31281191639905894412080?e=9|*|||,पदार्थ में रासायनिक परिवर्तन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404047360012142_31281191639905894412080_31281191639905894412080?e=10|*|||,ऊष्मा,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404048179212143_31281191639905894412080_31281191639905894412080?e=11|*|||,गति एवं समय,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404048179212144_31281191639905894412080_31281191639905894412080?e=12|*|||,जल और जंगल,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31281193404048179212145_31281191639905894412080_31281191639905894412080?e=13|*|||,रेशों से वस्त्र तक,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133590929326081589_3132133590929326081589?e=14|*|||,General Science Book English Medium - 2021 for Andhra Pradesh Board Class VII,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617523752961520_3132133590929326081589_3132133590929326081589?e=15|*|||,Assessment 10,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617527685121522_3132133590929326081589_3132133590929326081589?e=16|*|||,Assessment 5,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617527767041524_3132133590929326081589_3132133590929326081589?e=17|*|||,Motion and Time,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617527848961526_3132133590929326081589_3132133590929326081589?e=18|*|||,Nature of substances,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617527930881528_3132133590929326081589_3132133590929326081589?e=19|*|||,Assessment 3,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528176641532_3132133590929326081589_3132133590929326081589?e=0|*|||,Assessment 8,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528258561534_3132133590929326081589_3132133590929326081589?e=1|*|||,Nutrition in Organisms,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528340481536_3132133590929326081589_3132133590929326081589?e=2|*|||,Electricity,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528340481538_3132133590929326081589_3132133590929326081589?e=3|*|||,Food for health,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528422401540_3132133590929326081589_3132133590929326081589?e=4|*|||,Assessment 11,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528504321542_3132133590929326081589_3132133590929326081589?e=5|*|||,Respiration and circulation,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528586241544_3132133590929326081589_3132133590929326081589?e=6|*|||,How do the new plants arise,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528668161546_3132133590929326081589_3132133590929326081589?e=7|*|||,Fabrics - Fibers,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528750081548_3132133590929326081589_3132133590929326081589?e=8|*|||,Assessment 4,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528832001550_3132133590929326081589_3132133590929326081589?e=9|*|||,Wonders of Light,N/A,DIKSHA,English  2022-10-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3132133617528832001552_3132133590929326081589_3132133590929326081589?e=10|*|||,Assessment 12,N/A,DIKSHA,English  2022-10-13
